Stock,Institution Name,Client Name,Exchange,Deal type,Action,Date,Avg Price,Quantity,Percentage Traded
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Bulk,Sell,22 Mar 2017,47.25,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Block,Purchase,22 Mar 2017,47.25,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Block,Sell,22 Mar 2017,47.25,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,Purchase,21 Mar 2017,48.1,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Bulk,Sell,21 Mar 2017,48.1,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Block,Purchase,21 Mar 2017,48.1,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Block,Sell,21 Mar 2017,48.1,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,Purchase,20 Mar 2017,47.7,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Bulk,Sell,20 Mar 2017,47.7,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Block,Purchase,20 Mar 2017,47.7,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Block,Sell,20 Mar 2017,47.7,"60,000,000",1.57%
Apar Industries Ltd.,Reliance Group,RELIANCE MUTUAL FUND - RELIANCE SMALL CAP FUND,NSE,Bulk,Purchase,17 Mar 2017,705,"600,000",1.49%
Capital First Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,16 Mar 2017,688.55,"150,000",0.15%
Geometric Limited,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,08 Mar 2017,261.5,"650,160",-%
Geometric Limited,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,03 Mar 2017,259.35,"752,500",-%
Karur Vysya Bank Ltd.,Reliance Group,RELIANCE GROWTH FUND,BSE,Bulk,Purchase,17 Feb 2017,91.5,"6,900,000",0.86%
Karur Vysya Bank Ltd.,Reliance Group,RELIANCE SMALL CAP FUND,BSE,Bulk,Purchase,17 Feb 2017,91.5,"4,400,000",0.55%
Trinethra Infra Ventures Ltd.,Reliance Group,RELIANCE CAPITAL PARTNERS,BSE,Bulk,Sell,14 Feb 2017,0.19,"169,188",-%
Trinethra Infra Ventures Ltd.,Reliance Group,RELIANCE CAPITAL PARTNERS,BSE,Bulk,Sell,13 Feb 2017,0.19,"497,212",-%
Prabhat Dairy Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Purchase,07 Feb 2017,132.04,"56,000",0.06%
Prabhat Dairy Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,07 Feb 2017,130,"2,800,000",2.87%
Ganesh Housing Corporation Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Sell,01 Feb 2017,82.17,"257,950",0.31%
JK Cement Ltd.,Reliance Group,RELIANCE MUTUAL FUND - RELIANCE SMALL CAP FUND,BSE,Bulk,Purchase,25 Jan 2017,705.45,"586,000",0.76%
Geometric Limited,Reliance Group,RELIANCE MUTUAL FUND A/C. RELIANCE ARBITRAGE ADVANTAGE FUND,NSE,Bulk,Purchase,06 Jan 2017,250.91,"355,180",-%
Aditya Birla Nuvo Limited,Reliance Group,RELIANCE GROWTH FUND,BSE,Bulk,Sell,30 Dec 2016,1366,"1,659,200",-%
Aditya Birla Nuvo Limited,Reliance Group,RELIANCE TAX SAVER ELSS FUND,BSE,Bulk,Sell,30 Dec 2016,1366,"724,000",-%
Aditya Birla Nuvo Limited,Reliance Group,RELIANCE REGULAR SAVING FUND EQUITY OPTION,BSE,Bulk,Sell,30 Dec 2016,1366,"700,000",-%
Deepak Nitrite Ltd.,Reliance Group,RELIANCE MUTUAL FUND - RELIANCE SMALL CAP FUND,NSE,Bulk,Purchase,23 Dec 2016,85.06,"3,573,572",2.62%
Indian Terrain Fashions Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,12 Dec 2016,145,"899,000",2.03%
NCC Ltd.,Reliance Group,RELIANCE BANKING FUND,NSE,Bulk,Purchase,21 Oct 2016,86,"13,500,000",2.15%
Mahindra EPC Irrigation Ltd.,Reliance Group,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,03 Oct 2016,150.3,"517,000",1.85%
NAVA Ltd.,Reliance Group,RELIANCE MUTUAL FUND (SCHEME RELIANCE CAPITAL TRUSTEE CO.,NSE,Bulk,Purchase,15 Sep 2016,112,"3,970,551",2.74%
Voltamp Transformers Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,01 Sep 2016,775,"659,200",6.52%
"Agro Tech Foods Ltd.
 Insider Trades",Reliance Group,RELIANCE GROWTH FUND,BSE,Bulk,Sell,23 Aug 2016,525,"352,735",1.45%
"Agro Tech Foods Ltd.
 Insider Trades",Reliance Group,RELIANCE GROWTH FUND,NSE,Bulk,Sell,23 Aug 2016,525,"309,000",1.27%
"Healthcare Global Enterprises Ltd.
 High Gain High Volume",Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,22 Aug 2016,210,"1,296,901",0.93%
"Healthcare Global Enterprises Ltd.
 High Gain High Volume",Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,22 Aug 2016,210,"1,260,104",0.90%
Honda India Power Products Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,10 Aug 2016,1215,"200,500",1.98%
Honda India Power Products Ltd.,Reliance Group,Reliance Capital Trustee Co Ltd A/c MF,BSE,Bulk,Purchase,10 Aug 2016,1215,"128,400",1.27%
Astra Microwave Products Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,01 Aug 2016,120.05,"700,000",0.74%
"Advanced Enzyme Technologies Ltd.
 Insider Trades",Reliance Group,RELIANCE MUTUAL FUND-VISION FUND,NSE,Bulk,Purchase,01 Aug 2016,1229.43,"200,000",0.18%
UFO Moviez India Ltd.,Reliance Group,RELIANCE CAPI TRUSTEE CO. LTDA/C RELIANCE REGU.SAVING FD BAL OP.,BSE,Bulk,Purchase,22 Jul 2016,536.1,"200,000",0.52%
UFO Moviez India Ltd.,Reliance Group,RELIANCE LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,Purchase,22 Jul 2016,536.1,"161,000",0.42%
Max India Ltd.(Old),Reliance Group,RELIALNCE MUTUAL FUND A/C RELIANCE PHARMA FUND,NSE,Bulk,Purchase,22 Jul 2016,127.78,"2,000,000",0.74%
Max India Ltd.(Old),Reliance Group,RELIANCE MUTUAL FUND A/C REL EQ OPP FUND RCT REOF,NSE,Bulk,Purchase,22 Jul 2016,127.78,"2,000,000",0.74%
Max India Ltd.(Old),Reliance Group,RELIALNCE MUTUAL FUND A/C RELIANCE GROWTH FUND,NSE,Bulk,Purchase,22 Jul 2016,127.78,"1,500,000",0.56%
Birla Corporation Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,11 Jul 2016,542,"1,000,000",1.30%
Arman Financial Services Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,30 Jun 2016,195,"181,175",1.85%
"Max Ventures and Industries Ltd.
 5-year high",Reliance Group,RELIANCE MUTUAL FUND RELIANCE SMALL CAP FUND,BSE,Bulk,Purchase,22 Jun 2016,47.25,"1,245,583",0.85%
Mankind Pharma Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,08 Feb 2024,2107.35,"98,438",0.02%
Mankind Pharma Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,08 Feb 2024,2107.35,"98,437",0.02%
Data Infrastructure Trust,Axis Group,AXIS BANK LIMITED,BSE,Bulk,Sell,06 Feb 2024,153.95,"60,600,000",2.33%
"Computer Age Management Services Ltd.
 Insider Trades",Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,04 Dec 2023,2766,"144,000",0.29%
"Anzen India Energy Yield Plus Trust
 10-year low",Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,06 Nov 2023,100,"2,600,000",-%
"Zomato Ltd.
 52 week high",Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,20 Oct 2023,111.2,"2,245,715",0.03%
Data Infrastructure Trust,Axis Group,AXIS BANK LIMITED,BSE,Bulk,Purchase,28 Sep 2023,150.02,"61,200,000",2.35%
L&T Finance Holdings Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,12 Sep 2023,130,"1,910,000",0.08%
"Zomato Ltd.
 52 week high",Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,30 Aug 2023,94.7,"5,240,100",0.06%
"Zomato Ltd.
 52 week high",Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,28 Aug 2023,91,"19,700,000",0.22%
"Zomato Ltd.
 52 week high",Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,28 Aug 2023,90.1,"7,769,001",0.09%
Craftsman Automation Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Purchase,22 Jun 2023,3960,"126,260",0.60%
Craftsman Automation Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,3960,"126,260",0.60%
Sansera Engineering Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"172,732",0.32%
Sansera Engineering Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"172,731",0.32%
Sansera Engineering Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"69,093",0.13%
Sansera Engineering Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"69,093",0.13%
Sansera Engineering Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"57,577",0.11%
Sansera Engineering Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"46,062",0.09%
Sansera Engineering Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"11,515",0.02%
"Anzen India Energy Yield Plus Trust
 10-year low",Axis Group,AXIS BANK LTD.,NSE,Bulk,Sell,16 Dec 2022,101.2,"1,000,000",-%
Omkar Speciality Chemicals Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,05 Dec 2022,18.29,"172,796",0.84%
Omkar Speciality Chemicals Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,28 Nov 2022,16.14,"191,520",0.93%
Omkar Speciality Chemicals Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,23 Nov 2022,17.05,"125,000",0.61%
FSN E-Commerce Ventures Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,22 Nov 2022,182,"550,000",0.02%
Omkar Speciality Chemicals Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,16 Nov 2022,20.3,"137,451",0.67%
Bata India Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,01 Jun 2022,1860,"785,000",0.61%
Orient Green Power Company Ltd.,Axis Group,AXIS BANK LIMITED,BSE,Bulk,Sell,06 Jan 2022,23.77,"5,200,000",0.53%
Orient Green Power Company Ltd.,Axis Group,AXIS BANK LIMITED,BSE,Bulk,Sell,05 Jan 2022,22.8,"4,500,000",0.46%
Orient Green Power Company Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,05 Jan 2022,22.4,"3,800,000",0.39%
Orient Green Power Company Ltd.,Axis Group,AXIS BANK LIMITED,BSE,Bulk,Sell,03 Jan 2022,20.8,"6,613,637",0.67%
MT Educare Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,09 Dec 2021,7.54,"385,774",0.53%
MT Educare Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,08 Dec 2021,7.61,"603,402",0.84%
MT Educare Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,07 Dec 2021,7.62,"362,362",0.50%
MT Educare Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,06 Dec 2021,7.77,"918,033",1.27%
Sical Logistics Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,22 Oct 2021,17.06,"473,535",0.73%
Sical Logistics Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,21 Oct 2021,17.11,"483,427",0.74%
Sical Logistics Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,20 Oct 2021,17.73,"948,888",1.45%
Sical Logistics Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,19 Oct 2021,19.87,"922,788",1.41%
Sical Logistics Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,13 Oct 2021,16.15,"715,202",1.10%
"Sudarshan Chemical Industries Ltd.
 52 week high Insider Trades",Axis Group,AXIS MUTUAL FUND AC AXIS SMALL CAP FUND,BSE,Bulk,Purchase,24 Aug 2021,565,"589,498",0.85%
"TVS Motor Company Ltd.
 10-year high",Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,07 Jun 2021,617.25,"810,044",0.17%
Sical Logistics Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,21 May 2021,12.03,"300,000",0.46%
Sical Logistics Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,18 May 2021,12.1,"300,000",0.46%
Coforge Ltd.,Axis Group,AXIS MUTUAL FUND A/C - AXIS LONG TERM EQUITY FUND,BSE,Bulk,Purchase,10 May 2021,3240,"617,284",1.00%
"SBI Life Insurance Company Ltd.
 10-year high",Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,07 May 2021,960,"1,300,000",0.13%
Reliance Power Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,26 Feb 2021,4.11,"34,500,000",0.91%
PNC Infratech Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,06 Jan 2021,175,"2,200,000",0.86%
PNC Infratech Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,06 Jan 2021,175,"2,200,000",0.86%
EPL Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,18 Sep 2020,256.3,"5,331,667",1.67%
EPL Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,18 Sep 2020,256.3,"2,341,006",0.74%
EPL Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,18 Sep 2020,256.3,"2,341,006",0.74%
V-Guard Industries Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Sell,20 Aug 2020,160.25,"9,496,719",2.19%
V-Guard Industries Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Sell,20 Aug 2020,160.25,"9,496,719",2.19%
Supreme Industries Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,17 Jun 2020,1080,"1,225,000",0.96%
Supreme Industries Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,17 Jun 2020,1080,"1,225,000",0.96%
HDFC Life Insurance Company Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,04 Jun 2020,496.4,"202,000",0.01%
Kotak Mahindra Bank Ltd.,Axis Group,AXIS MUTUAL FUND AC AXIS EQUITY FUND,BSE,Block,Purchase,02 Jun 2020,1240,"1,647,037",0.08%
Religare Enterprises Ltd.,Axis Group,AXIS BANK LTD,NSE,Bulk,Sell,19 Feb 2020,42,"2,900,000",0.88%
"Sudarshan Chemical Industries Ltd.
 52 week high Insider Trades",Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,14 Feb 2020,455,"1,000,000",1.44%
"Sudarshan Chemical Industries Ltd.
 52 week high Insider Trades",Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,14 Feb 2020,455,"750,000",1.08%
"Sudarshan Chemical Industries Ltd.
 52 week high Insider Trades",Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,14 Feb 2020,455,"500,000",0.72%
"Sudarshan Chemical Industries Ltd.
 52 week high Insider Trades",Axis Group,AXIS MUTUAL FUND,BSE,Block,Purchase,14 Feb 2020,455,"500,000",0.72%
Astral Ltd.,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,Purchase,16 Jan 2020,1129,"2,800,000",1.04%
Astral Ltd.,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,Sell,16 Jan 2020,1129,"2,800,000",1.04%
"Info Edge (India) Ltd.
 Insider Trades",Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,15 Jan 2020,2532.35,"2,350,000",1.82%
"Info Edge (India) Ltd.
 Insider Trades",Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Sell,15 Jan 2020,2532.35,"2,350,000",1.82%
Religare Enterprises Ltd.,Axis Group,AXIS BANK LTD.,NSE,Bulk,Sell,13 Jan 2020,44,"9,000,000",2.73%
Reliance Power Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,29 Nov 2019,3.65,"22,000,000",0.58%
Zee Entertainment Enterprises Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,21 Nov 2019,304,"1,200,000",0.12%
GRUH Finance Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Block,Purchase,30 Aug 2019,247.15,"3,600,000",0.49%
India Grid Trust,Axis Group,AXIS BANK LIMITED,BSE,Bulk,Sell,15 May 2019,83.89,"8,322,993",1.19%
Jubilant Foodworks Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,30 May 2018,2542.77,"359,250",0.05%
Jubilant Foodworks Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Sell,30 May 2018,2541.8,"372,346",0.06%
Pidilite Industries Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,22 Dec 2017,928,"5,500,000",1.08%
Pidilite Industries Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Sell,22 Dec 2017,928,"5,500,000",1.08%
"Ipca Laboratories Ltd.
 High Gain High Volume",Axis Group,AXIS MUTUAL FUND A/C AXIS LONG TERM EQUITY FUND,NSE,Bulk,Sell,16 Jun 2017,453.64,"1,108,795",0.44%
Pidilite Industries Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,24 Jan 2017,635,"6,194,655",1.22%
Pidilite Industries Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Sell,24 Jan 2017,635,"6,194,655",1.22%
Bajaj Finance Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,23 Jan 2017,929.25,"3,925,000",0.64%
Bajaj Finance Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Sell,23 Jan 2017,929.25,"3,925,000",0.64%
GRUH Finance Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Purchase,23 Jan 2017,330.85,"6,500,000",0.89%
GRUH Finance Ltd.,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Sell,23 Jan 2017,330.85,"6,500,000",0.89%
"PI Industries Ltd.
 Dividend",Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Purchase,20 Jan 2017,843,"4,099,141",2.70%
"PI Industries Ltd.
 Dividend",Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Sell,20 Jan 2017,843,"4,099,141",2.70%
Torrent Power Ltd.,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Purchase,19 Jan 2017,197.65,"11,171,684",2.32%
Torrent Power Ltd.,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Sell,19 Jan 2017,197.65,"11,171,684",2.32%
Symphony Ltd.,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,Purchase,18 Jan 2017,1183,"1,926,196",2.79%
Symphony Ltd.,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,Sell,18 Jan 2017,1183,"1,926,196",2.79%
TTK Healthcare Ltd.,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Purchase,18 Jan 2017,885,"324,803",2.30%
TTK Healthcare Ltd.,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Sell,18 Jan 2017,885,"324,803",2.30%
ZF Commercial Vehicle Control Systems India Ltd.,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Purchase,18 Jan 2017,5165.71,"337,562",1.78%
ZF Commercial Vehicle Control Systems India Ltd.,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Sell,18 Jan 2017,5165.7,"337,562",1.78%
Quess Corp Ltd.,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Purchase,18 Jan 2017,675,"1,519,956",1.02%
Quess Corp Ltd.,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,Sell,18 Jan 2017,675,"1,519,956",1.02%
Multi Commodity Exchange of India Ltd.,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,Purchase,13 Jan 2017,1190,"1,767,336",3.47%
Multi Commodity Exchange of India Ltd.,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,Sell,13 Jan 2017,1190,"1,767,336",3.47%
GRUH Finance Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Purchase,11 Jan 2017,340.1,"7,751,861",1.06%
GRUH Finance Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Sell,11 Jan 2017,340.1,"7,751,861",1.06%
"PI Industries Ltd.
 Dividend",Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Purchase,10 Jan 2017,820,"4,099,141",2.70%
"PI Industries Ltd.
 Dividend",Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Sell,10 Jan 2017,820,"4,099,141",2.70%
TTK Prestige Ltd.,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,Purchase,09 Jan 2017,5700,"535,036",0.39%
TTK Prestige Ltd.,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,Sell,09 Jan 2017,5700,"535,036",0.39%
Sharon Bio-Medicine Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,29 Mar 2016,10.3,"631,129",10.97%
"SML Isuzu Ltd.
 10-year high",Axis Group,AXIS MUTUAL FUND,BSE,Bulk,Sell,18 Sep 2015,1125.11,"210,406",1.45%
Helios and Matheson Information Technology Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,11 May 2015,29.11,"184,500",-%
Subex Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,29 Dec 2014,10.06,"1,361,000",0.24%
Astra Microwave Products Ltd.,Axis Group,AXIS MUTUAL FUND A/C AXIS LONG TERM EQ FUND,BSE,Bulk,Purchase,01 Sep 2014,129.75,"1,540,000",1.62%
Astra Microwave Products Ltd.,Axis Group,AXIS MUTUAL FUND A/C AXIS LONG TERM EQ FUND,BSE,Bulk,Sell,01 Sep 2014,129.75,"1,540,000",1.62%
TTK Healthcare Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Purchase,13 Dec 2013,536.4,"150,000",1.06%
TTK Healthcare Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Sell,13 Dec 2013,536.4,"150,000",1.06%
"DQ Entertainment (International) Ltd.
 52 week low",Axis Group,AXIS BANK LTD,NSE,Bulk,Sell,16 Apr 2013,9.9,"451,539",0.57%
Rushil Decor Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,03 Apr 2013,39.97,"244,315",0.92%
TTK Healthcare Ltd.,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,Purchase,11 Dec 2012,540.71,"54,000",0.38%
Goenka Diamond & Jewels Ltd.,Axis Group,AXIS BANK,NSE,Bulk,Sell,29 Feb 2012,55,"200,000",0.06%
JK Paper Ltd.,Axis Group,AXIS BANK LTD.,NSE,Bulk,Sell,05 Jan 2012,35.37,"700,000",0.41%
Asian Hotels (East) Ltd.,Axis Group,AXIS BANK LTD,NSE,Bulk,Purchase,13 Dec 2011,275,"55,000",0.32%
Asian Hotels (East) Ltd.,Axis Group,AXIS BANK LTD,NSE,Bulk,Sell,13 Dec 2011,275,"60,200",0.35%
TD Power Systems Ltd.,Axis Group,AXIS BANK LTD.,NSE,Bulk,Sell,08 Sep 2011,275.02,"190,878",0.12%
Kemrock Industries and Exports Limited,Axis Group,AXIS BANK LTD,NSE,Bulk,Purchase,24 Aug 2011,515.85,"117,650",-%
"Zylog Systems Ltd.
 10-year low",Axis Group,AXIS BANK LTD,NSE,Bulk,Purchase,04 Feb 2011,407.28,"125,000",0.21%
Madhucon Projects Ltd.,Axis Group,AXIS BANK LTD,NSE,Bulk,Purchase,28 Jan 2011,85.51,"550,000",0.75%
Madhucon Projects Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,28 Jan 2011,85.5,"416,500",0.56%
Amtek Auto Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Purchase,14 Jan 2011,123.49,"1,200,000",0.48%
Amtek Auto Ltd.,Axis Group,AXIS BANK LTD,NSE,Bulk,Sell,14 Jan 2011,123.45,"1,115,000",0.45%
PSL Ltd.,Axis Group,AXIS BANK LIMITED,NSE,Bulk,Sell,07 Dec 2010,91.3,"539,394",0.43%
"Cantabil Retail India Ltd.
 Dividend",Axis Group,AXIS BANK LTD,NSE,Bulk,Purchase,01 Nov 2010,70.84,"90,500",0.11%
Elder Pharmaceuticals Ltd.,Axis Group,AXIS BANK LTD,NSE,Bulk,Sell,21 Oct 2010,435,"167,463",-%
"Cantabil Retail India Ltd.
 Dividend",Axis Group,AXIS BANK LTD.,NSE,Bulk,Purchase,12 Oct 2010,114.78,"110,000",0.13%
"Cantabil Retail India Ltd.
 Dividend",Axis Group,AXIS BANK,NSE,Bulk,Sell,12 Oct 2010,107.19,"126,475",0.15%
"AK Capital Services Ltd.
 Dividend",Axis Group,AXIS MUTUAL FUND AC AXIS EQUITY FUND,BSE,Block,Purchase,24 Sep 2010,485,"235,000",3.56%
Kalyan Jewellers India Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Block,Purchase,08 Feb 2024,344.2,"3,063,102",0.30%
Pricol Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,18 Dec 2023,347,"1,440,922",1.18%
Pricol Ltd.,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Block,Purchase,18 Dec 2023,347,"1,440,922",1.18%
