Date,Stock,Action,Institution Name,Client Name,Exchange,Deal type,Avg Price,Quantity,Percentage Traded,shortname,30Days,90Days,1Year,30_days_growth,90_days_growth,1_year_growth,context
02-12-2021,Kirloskar Oil Engines Ltd.,Purchase,Franklin India Group,"FRANKLIN TEMPLETON MUTUAL FUND INDIA TAXSHIELD OPEN, FRANKLIN TEMPLETON MUTUAL FUND INDIA PRIMA PLUS",NSE,Bulk,180,4000000,0.0276,KIRLOSENG.NS,01-01-2022,02-03-2022,02-12-2022,-3.75,-31.2,75.45,"Franklin India Group purchased 4000000 shares of Kirloskar Oil Engines Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND INDIA TAXSHIELD OPEN, FRANKLIN TEMPLETON MUTUAL FUND INDIA PRIMA PLUS fund on NSE for the price of 180.0 . This was a Bulk deal and after this purchase, the stock showed -3.75% growth in 1 month, -31.2% growth in 3 months and 75.45% growth in 1 year."
09-12-2021,Dilip Buildcon Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,565.5,873417,0.006,DBL.NS,08-01-2022,09-03-2022,09-12-2022,-26.09,-56.03,-58.6,"HDFC Group purchased 873417 shares of Dilip Buildcon Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 565.5 . This was a Bulk deal and after this purchase, the stock showed -26.09% growth in 1 month, -56.03% growth in 3 months and -58.6% growth in 1 year."
09-12-2021,Go Fashion (India) Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,1172,3000000,0.0556,GOCOLORS.NS,08-01-2022,09-03-2022,09-12-2022,-10.34,-24.57,0.78,"SBI Group purchased 3000000 shares of Go Fashion (India) Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 1172.0 . This was a Bulk deal and after this purchase, the stock showed -10.34% growth in 1 month, -24.57% growth in 3 months and 0.78% growth in 1 year."
09-12-2021,Kalpataru Projects International Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,381.45,1263185,0.0078,KPIL.BO,08-01-2022,09-03-2022,09-12-2022,-2.29,-0.27,35.4,"HDFC Group purchased 1263185 shares of Kalpataru Projects International Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 381.45 . This was a Bulk deal and after this purchase, the stock showed -2.29% growth in 1 month, -0.27% growth in 3 months and 35.4% growth in 1 year."
09-12-2021,Kalpataru Projects International Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,378,8900000,0.0548,KPIL.BO,08-01-2022,09-03-2022,09-12-2022,-2.29,-0.27,35.4,"ICICI Group purchased 8900000 shares of Kalpataru Projects International Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on BSE for the price of 378.0 . This was a Block deal and after this purchase, the stock showed -2.29% growth in 1 month, -0.27% growth in 3 months and 35.4% growth in 1 year."
09-12-2021,Nilkamal Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,2311,149493,0.01,NILKAMAL.NS,08-01-2022,09-03-2022,09-12-2022,1.69,-19.46,-21.01,"HDFC Group purchased 149493 shares of Nilkamal Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 2311.0 . This was a Bulk deal and after this purchase, the stock showed 1.69% growth in 1 month, -19.46% growth in 3 months and -21.01% growth in 1 year."
09-12-2021,Wheels India Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,663,986388,0.0404,WHEELS.NS,08-01-2022,09-03-2022,09-12-2022,-4.42,-18.02,-12.35,"HDFC Group purchased 986388 shares of Wheels India Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 663.0 . This was a Bulk deal and after this purchase, the stock showed -4.42% growth in 1 month, -18.02% growth in 3 months and -12.35% growth in 1 year."
15-12-2021,Sagar Cements Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,248.15,884159,0.0068,SAGCEM.NS,14-01-2022,15-03-2022,15-12-2022,9.27,-17.43,3.69,"HDFC Group purchased 884159 shares of Sagar Cements Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 248.15 . This was a Bulk deal and after this purchase, the stock showed 9.27% growth in 1 month, -17.43% growth in 3 months and 3.69% growth in 1 year."
17-12-2021,Apar Industries Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,750,700000,0.0174,APARINDS.NS,16-01-2022,17-03-2022,17-12-2022,9.44,-9.81,130.67,"HDFC Group purchased 700000 shares of Apar Industries Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 750.0 . This was a Bulk deal and after this purchase, the stock showed 9.44% growth in 1 month, -9.81% growth in 3 months and 130.67% growth in 1 year."
28-12-2021,Elecon Engineering Company Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND-HDFC MULTI CAP FUND,NSE,Bulk,176.8,2020682,0.018,ELECON.NS,27-01-2022,28-03-2022,28-12-2022,-8.99,-25.2,93.97,"HDFC Group purchased 2020682 shares of Elecon Engineering Company Ltd. in their HDFC MUTUAL FUND-HDFC MULTI CAP FUND fund on NSE for the price of 176.8 . This was a Bulk deal and after this purchase, the stock showed -8.99% growth in 1 month, -25.2% growth in 3 months and 93.97% growth in 1 year."
10-03-2022,Ahluwalia Contracts (India) Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,383.25,1701209,0.0254,AHLUCONT.NS,09-04-2022,08-06-2022,10-03-2023,33.37,10.61,24.23,"SBI Group purchased 1701209 shares of Ahluwalia Contracts (India) Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 383.25 . This was a Bulk deal and after this purchase, the stock showed 33.37% growth in 1 month, 10.61% growth in 3 months and 24.23% growth in 1 year."
17-03-2022,Angel One Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,1607.83,1548032,0.0184,ANGELONE.NS,16-04-2022,15-06-2022,17-03-2023,3.99,-20.1,-35.44,"Vanguard Fund purchased 1548032 shares of Angel One Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 1607.83 . This was a Bulk deal and after this purchase, the stock showed 3.99% growth in 1 month, -20.1% growth in 3 months and -35.44% growth in 1 year."
17-03-2022,BSE Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,2852.42,801385,0.0059,BSE.NS,16-04-2022,15-06-2022,17-03-2023,-4.22,-28.6,-53.26,"Vanguard Fund purchased 801385 shares of BSE Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 2852.42 . This was a Bulk deal and after this purchase, the stock showed -4.22% growth in 1 month, -28.6% growth in 3 months and -53.26% growth in 1 year."
17-03-2022,Birla Corporation Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,1099.9,534917,0.0069,BIRLACORPN.NS,16-04-2022,15-06-2022,17-03-2023,7.04,-23.07,-21.51,"Vanguard Fund purchased 534917 shares of Birla Corporation Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 1099.9 . This was a Bulk deal and after this purchase, the stock showed 7.04% growth in 1 month, -23.07% growth in 3 months and -21.51% growth in 1 year."
17-03-2022,Century Plyboards (India) Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,677.49,1491869,0.0067,CENTURYPLY.NS,16-04-2022,15-06-2022,17-03-2023,-0.75,-23,-29.02,"Vanguard Fund purchased 1491869 shares of Century Plyboards (India) Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 677.49 . This was a Bulk deal and after this purchase, the stock showed -0.75% growth in 1 month, -23.0% growth in 3 months and -29.02% growth in 1 year."
17-03-2022,Chemplast Sanmar Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,591.23,1661293,0.0105,CHEMPLASTS.NS,16-04-2022,15-06-2022,17-03-2023,8.63,-26.24,-38.13,"Vanguard Fund purchased 1661293 shares of Chemplast Sanmar Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 591.23 . This was a Bulk deal and after this purchase, the stock showed 8.63% growth in 1 month, -26.24% growth in 3 months and -38.13% growth in 1 year."
17-03-2022,Computer Age Management Services Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,2375.46,480902,0.0098,CAMS.NS,16-04-2022,15-06-2022,17-03-2023,7.61,-1.25,-8.8,"Vanguard Fund purchased 480902 shares of Computer Age Management Services Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 2375.46 . This was a Bulk deal and after this purchase, the stock showed 7.61% growth in 1 month, -1.25% growth in 3 months and -8.8% growth in 1 year."
17-03-2022,Grindwell Norton Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,1838.08,1073772,0.0097,GRINDWELL.NS,16-04-2022,15-06-2022,17-03-2023,-1.51,-12.4,-3.38,"Vanguard Fund purchased 1073772 shares of Grindwell Norton Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 1838.08 . This was a Bulk deal and after this purchase, the stock showed -1.51% growth in 1 month, -12.4% growth in 3 months and -3.38% growth in 1 year."
17-03-2022,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,754.47,2998241,0.0204,GNFC.NS,16-04-2022,15-06-2022,17-03-2023,13.95,-21.24,-31.07,"Vanguard Fund purchased 2998241 shares of Gujarat Narmada Valley Fertilizers & Chemicals Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 754.47 . This was a Bulk deal and after this purchase, the stock showed 13.95% growth in 1 month, -21.24% growth in 3 months and -31.07% growth in 1 year."
17-03-2022,KNR Constructions Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,284.02,2285706,0.0081,KNRCON.NS,16-04-2022,15-06-2022,17-03-2023,1.18,-15.38,-8.47,"Vanguard Fund purchased 2285706 shares of KNR Constructions Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 284.02 . This was a Bulk deal and after this purchase, the stock showed 1.18% growth in 1 month, -15.38% growth in 3 months and -8.47% growth in 1 year."
17-03-2022,Krishna Institute of Medical Sciences Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,1317.44,430461,0.0054,KIMS.NS,16-04-2022,15-06-2022,17-03-2023,7.99,-8.54,1.95,"Vanguard Fund purchased 430461 shares of Krishna Institute of Medical Sciences Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 1317.44 . This was a Bulk deal and after this purchase, the stock showed 7.99% growth in 1 month, -8.54% growth in 3 months and 1.95% growth in 1 year."
17-03-2022,Mastek Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,3069.69,326410,0.0106,MASTEK.NS,16-04-2022,15-06-2022,17-03-2023,0.55,-24.62,-45.95,"Vanguard Fund purchased 326410 shares of Mastek Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 3069.69 . This was a Bulk deal and after this purchase, the stock showed 0.55% growth in 1 month, -24.62% growth in 3 months and -45.95% growth in 1 year."
17-03-2022,NIIT Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,473.77,1559423,0.0115,NIITLTD.NS,16-04-2022,15-06-2022,17-03-2023,38.23,-14.15,-26.51,"Vanguard Fund purchased 1559423 shares of NIIT Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 473.77 . This was a Bulk deal and after this purchase, the stock showed 38.23% growth in 1 month, -14.15% growth in 3 months and -26.51% growth in 1 year."
17-03-2022,Nuvoco Vistas Corporation Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,377.81,1813317,0.0051,NUVOCO.NS,16-04-2022,15-06-2022,17-03-2023,-0.03,-26.87,-13.32,"Vanguard Fund purchased 1813317 shares of Nuvoco Vistas Corporation Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 377.81 . This was a Bulk deal and after this purchase, the stock showed -0.03% growth in 1 month, -26.87% growth in 3 months and -13.32% growth in 1 year."
17-03-2022,Route Mobile Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,1556.7,506137,0.0081,ROUTE.NS,16-04-2022,15-06-2022,17-03-2023,0.61,-18.48,-18.64,"Vanguard Fund purchased 506137 shares of Route Mobile Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 1556.7 . This was a Bulk deal and after this purchase, the stock showed 0.61% growth in 1 month, -18.48% growth in 3 months and -18.64% growth in 1 year."
17-03-2022,Saregama India Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,4392.12,147376,0.0008,SAREGAMA.NS,16-04-2022,15-06-2022,17-03-2023,13.94,-12.35,-27.54,"Vanguard Fund purchased 147376 shares of Saregama India Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 4392.12 . This was a Bulk deal and after this purchase, the stock showed 13.94% growth in 1 month, -12.35% growth in 3 months and -27.54% growth in 1 year."
17-03-2022,UTI Asset Management Company Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,926.99,2513225,0.0198,UTIAMC.NS,16-04-2022,15-06-2022,17-03-2023,3.73,-29.41,-28.64,"Vanguard Fund purchased 2513225 shares of UTI Asset Management Company Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 926.99 . This was a Bulk deal and after this purchase, the stock showed 3.73% growth in 1 month, -29.41% growth in 3 months and -28.64% growth in 1 year."
17-03-2022,VIP Industries Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,633.21,1276892,0.009,VIPIND.NS,16-04-2022,15-06-2022,17-03-2023,13.54,-14.15,-9.61,"Vanguard Fund purchased 1276892 shares of VIP Industries Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 633.21 . This was a Bulk deal and after this purchase, the stock showed 13.54% growth in 1 month, -14.15% growth in 3 months and -9.61% growth in 1 year."
17-03-2022,Vardhman Textiles Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,2643.51,462192,0.0016,VTL.NS,16-04-2022,15-06-2022,17-03-2023,-15.17,-51.5,-42.99,"Vanguard Fund purchased 462192 shares of Vardhman Textiles Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 2643.51 . This was a Bulk deal and after this purchase, the stock showed -15.17% growth in 1 month, -51.5% growth in 3 months and -42.99% growth in 1 year."
17-03-2022,Vesuvius India Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,980.15,387773,0.0191,VESUVIUS.NS,16-04-2022,15-06-2022,17-03-2023,4.27,3.52,59.34,"HDFC Group purchased 387773 shares of Vesuvius India Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 980.15 . This was a Bulk deal and after this purchase, the stock showed 4.27% growth in 1 month, 3.52% growth in 3 months and 59.34% growth in 1 year."
17-03-2022,YES Bank Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,12.99,369873766,0.0129,YESBANK.NS,16-04-2022,15-06-2022,17-03-2023,12.36,-1.93,15.06,"Vanguard Fund purchased 369873766 shares of YES Bank Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 12.99 . This was a Bulk deal and after this purchase, the stock showed 12.36% growth in 1 month, -1.93% growth in 3 months and 15.06% growth in 1 year."
29-03-2022,SBI Life Insurance Company Ltd.,Purchase,ICICI Group,"ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL LARGE & MID CAP FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL EQUITY & DEBT FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BANKING & FINANCIAL SERVICES FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL MIDCAP FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL REGULAR SAVINGS FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BUSINESS CYCLE FUND",NSE,Block,1068.35,830000,0.0008,SBILIFE.NS,28-04-2022,27-06-2022,29-03-2023,-2.46,-2.06,-0.9,"ICICI Group purchased 830000 shares of SBI Life Insurance Company Ltd. in their ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL LARGE & MID CAP FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL EQUITY & DEBT FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BANKING & FINANCIAL SERVICES FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL MIDCAP FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL REGULAR SAVINGS FUND, ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BUSINESS CYCLE FUND fund on NSE for the price of 1068.35 . This was a Block deal and after this purchase, the stock showed -2.46% growth in 1 month, -2.06% growth in 3 months and -0.9% growth in 1 year."
31-03-2022,Max Healthcare Institute Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,340,6346506,0.0065,MAXHEALTH.NS,30-04-2022,29-06-2022,31-03-2023,19.04,6.59,29.93,"SBI Group purchased 6346506 shares of Max Healthcare Institute Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 340.0 . This was a Bulk deal and after this purchase, the stock showed 19.04% growth in 1 month, 6.59% growth in 3 months and 29.93% growth in 1 year."
06-04-2022,Barbeque-Nation Hospitality Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND UNITS,NSE,Bulk,1175,1702128,0.0436,BARBEQUE.NS,06-05-2022,05-07-2022,06-04-2023,-2.16,-11.75,-48.98,"ICICI Group purchased 1702128 shares of Barbeque-Nation Hospitality Ltd. in their ICICI PRUDENTIAL MUTUAL FUND UNITS fund on NSE for the price of 1175.0 . This was a Bulk deal and after this purchase, the stock showed -2.16% growth in 1 month, -11.75% growth in 3 months and -48.98% growth in 1 year."
13-04-2022,Mrs. Bectors Food Specialities Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,303,3300330,0.0561,BECTORFOOD.NS,13-05-2022,12-07-2022,13-04-2023,-6.23,1.09,83.83,"SBI Group purchased 3300330 shares of Mrs. Bectors Food Specialities Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 303.0 . This was a Bulk deal and after this purchase, the stock showed -6.23% growth in 1 month, 1.09% growth in 3 months and 83.83% growth in 1 year."
26-04-2022,Endurance Technologies Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,1162,2373749,0.0169,ENDURANCE.NS,26-05-2022,25-07-2022,26-04-2023,9.5,26.71,11.78,"SBI Group purchased 2373749 shares of Endurance Technologies Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 1162.0 . This was a Bulk deal and after this purchase, the stock showed 9.5% growth in 1 month, 26.71% growth in 3 months and 11.78% growth in 1 year."
01-06-2022,Bata India Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,BSE,Block,1860,785000,0.0061,BATAINDIA.NS,01-07-2022,30-08-2022,01-06-2023,-9.91,1.64,-14.48,"Axis Group purchased 785000 shares of Bata India Ltd. in their AXIS MUTUAL FUND fund on BSE for the price of 1860.0 . This was a Block deal and after this purchase, the stock showed -9.91% growth in 1 month, 1.64% growth in 3 months and -14.48% growth in 1 year."
